Route,RouteInstance,Day,Direction,Stop,Time
82,70,Monday - Friday,South,Hasbrouck Apts.,5:39PM
82,70,Monday - Friday,South,Uris Hall,5:45PM
82,70,Monday - Friday,South,Boyce-Thompson Institute,5:52PM
82,70,Monday - Friday,South,East Hill Office Building Across Street,5:59PM
82,70,Monday - Friday,South,East Hill Plaza,6:01PM
82,71,Monday - Friday,South,A Lot,5:45PM
82,71,Monday - Friday,South,Hasbrouck Apts.,5:49PM
82,71,Monday - Friday,South,Uris Hall,5:55PM
82,71,Monday - Friday,South,Boyce-Thompson Institute,6:02PM
82,71,Monday - Friday,South,East Hill Office Building Across Street,6:09PM
82,71,Monday - Friday,South,East Hill Plaza,6:11PM
82,72,Monday - Friday,South,A Lot,5:55PM
82,72,Monday - Friday,South,Hasbrouck Apts.,5:59PM
82,72,Monday - Friday,South,Uris Hall,6:05PM
82,72,Monday - Friday,South,Boyce-Thompson Institute,6:12PM
82,72,Monday - Friday,South,East Hill Office Building Across Street,6:19PM
82,72,Monday - Friday,South,East Hill Plaza,6:21PM
82,73,Monday - Friday,South,A Lot,6:05PM
82,73,Monday - Friday,South,Hasbrouck Apts.,6:09PM
82,73,Monday - Friday,South,Uris Hall,6:15PM
82,73,Monday - Friday,South,Boyce-Thompson Institute,6:22PM
82,73,Monday - Friday,South,East Hill Office Building Across Street,6:29PM
82,73,Monday - Friday,South,East Hill Plaza,6:31PM
82,74,Monday - Friday,South,A Lot,6:15PM
82,74,Monday - Friday,South,Hasbrouck Apts.,6:19PM
82,74,Monday - Friday,South,Uris Hall,6:25PM
82,74,Monday - Friday,South,Boyce-Thompson Institute,6:32PM
82,74,Monday - Friday,South,East Hill Office Building Across Street,6:39PM
82,74,Monday - Friday,South,East Hill Plaza,6:41PM
82,1,Monday - Friday,North,Vet Medical Center,7:08AM
82,1,Monday - Friday,North,Vet School,7:10AM
82,1,Monday - Friday,North,Uris Hall Across Street,7:14AM
82,1,Monday - Friday,North,A Lot,7:20AM
82,1,Monday - Friday,North,Hasbrouck Apts.,7:23AM
82,2,Monday - Friday,North,Vet Medical Center,7:18AM
82,2,Monday - Friday,North,Vet School,7:20AM
82,2,Monday - Friday,North,Uris Hall Across Street,7:24AM
82,2,Monday - Friday,North,A Lot,7:30AM
82,2,Monday - Friday,North,Hasbrouck Apts.,7:33AM
82,3,Monday - Friday,North,Vet Medical Center,7:28AM
82,3,Monday - Friday,North,Vet School,7:30AM
82,3,Monday - Friday,North,Uris Hall Across Street,7:34AM
82,3,Monday - Friday,North,Hasbrouck Apts.,7:43AM
82,4,Monday - Friday,North,East Hill Plaza,7:28AM
82,4,Monday - Friday,North,East Hill Office Building Loop,7:30AM
82,4,Monday - Friday,North,Vet Medical Center,7:38AM
82,4,Monday - Friday,North,Vet School,7:40AM
82,4,Monday - Friday,North,Uris Hall Across Street,7:44AM
82,4,Monday - Friday,North,Hasbrouck Apts.,7:53AM
82,5,Monday - Friday,North,East Hill Plaza,7:38AM
82,5,Monday - Friday,North,East Hill Office Building Loop,7:40AM
82,5,Monday - Friday,North,Vet Medical Center,7:48AM
82,5,Monday - Friday,North,Vet School,7:50AM
82,5,Monday - Friday,North,Uris Hall Across Street,7:54AM
82,5,Monday - Friday,North,Hasbrouck Apts.,8:03AM
82,6,Monday - Friday,North,East Hill Plaza,7:48AM
82,6,Monday - Friday,North,East Hill Office Building Loop,7:50AM
82,6,Monday - Friday,North,Vet Medical Center,7:58AM
82,6,Monday - Friday,North,Vet School,8:00AM
82,6,Monday - Friday,North,Uris Hall Across Street,8:04AM
82,6,Monday - Friday,North,Hasbrouck Apts.,8:13AM
82,7,Monday - Friday,North,East Hill Plaza,7:58AM
82,7,Monday - Friday,North,East Hill Office Building Loop,8:00AM
82,7,Monday - Friday,North,Vet Medical Center,8:08AM
82,7,Monday - Friday,North,Vet School,8:10AM
82,7,Monday - Friday,North,Uris Hall Across Street,8:14AM
82,7,Monday - Friday,North,Hasbrouck Apts.,8:23AM
82,8,Monday - Friday,North,East Hill Plaza,8:08AM
82,8,Monday - Friday,North,East Hill Office Building Loop,8:10AM
82,8,Monday - Friday,North,Vet Medical Center,8:18AM
82,8,Monday - Friday,North,Vet School,8:20AM
82,8,Monday - Friday,North,Uris Hall Across Street,8:24AM
82,8,Monday - Friday,North,Hasbrouck Apts.,8:33AM
82,9,Monday - Friday,North,East Hill Plaza,8:18AM
82,9,Monday - Friday,North,East Hill Office Building Loop,8:20AM
82,9,Monday - Friday,North,Vet Medical Center,8:28AM
82,9,Monday - Friday,North,Vet School,8:30AM
82,9,Monday - Friday,North,Uris Hall Across Street,8:34AM
82,9,Monday - Friday,North,Hasbrouck Apts.,8:43AM
82,10,Monday - Friday,North,East Hill Plaza,8:28AM
82,10,Monday - Friday,North,East Hill Office Building Loop,8:30AM
82,10,Monday - Friday,North,Vet Medical Center,8:38AM
82,10,Monday - Friday,North,Vet School,8:40AM
82,10,Monday - Friday,North,Uris Hall Across Street,8:44AM
82,10,Monday - Friday,North,Hasbrouck Apts.,8:53AM
82,11,Monday - Friday,North,East Hill Plaza,8:38AM
82,11,Monday - Friday,North,East Hill Office Building Loop,8:40AM
82,11,Monday - Friday,North,Vet Medical Center,8:48AM
82,11,Monday - Friday,North,Vet School,8:50AM
82,11,Monday - Friday,North,Uris Hall Across Street,8:54AM
82,11,Monday - Friday,North,Hasbrouck Apts.,9:03AM
82,12,Monday - Friday,North,East Hill Plaza,8:48AM
82,12,Monday - Friday,North,East Hill Office Building Loop,8:50AM
82,12,Monday - Friday,North,Vet Medical Center,8:58AM
82,12,Monday - Friday,North,Vet School,9:00AM
82,12,Monday - Friday,North,Uris Hall Across Street,9:04AM
82,12,Monday - Friday,North,Hasbrouck Apts.,9:13AM
82,13,Monday - Friday,North,East Hill Plaza,9:00AM
82,13,Monday - Friday,North,East Hill Office Building Loop,9:02AM
82,13,Monday - Friday,North,Vet School,9:10AM
82,13,Monday - Friday,North,Uris Hall Across Street,9:14AM
82,13,Monday - Friday,North,Hasbrouck Apts.,9:23AM
82,14,Monday - Friday,North,East Hill Plaza,9:10AM
82,14,Monday - Friday,North,East Hill Office Building Loop,9:12AM
82,14,Monday - Friday,North,Vet School,9:20AM
82,14,Monday - Friday,North,Uris Hall Across Street,9:24AM
82,14,Monday - Friday,North,Hasbrouck Apts.,9:33AM
82,15,Monday - Friday,North,East Hill Plaza,9:20AM
82,15,Monday - Friday,North,East Hill Office Building Loop,9:22AM
82,15,Monday - Friday,North,Vet School,9:30AM
82,15,Monday - Friday,North,Uris Hall Across Street,9:34AM
82,15,Monday - Friday,North,Hasbrouck Apts.,9:43AM
82,16,Monday - Friday,North,East Hill Plaza,9:30AM
82,16,Monday - Friday,North,East Hill Office Building Loop,9:32AM
82,16,Monday - Friday,North,Vet School,9:40AM
82,16,Monday - Friday,North,Uris Hall Across Street,9:44AM
82,16,Monday - Friday,North,Hasbrouck Apts.,9:53AM
82,17,Monday - Friday,North,East Hill Plaza,9:40AM
82,17,Monday - Friday,North,East Hill Office Building Loop,9:42AM
82,17,Monday - Friday,North,Vet School,9:50AM
82,17,Monday - Friday,North,Uris Hall Across Street,9:54AM
82,17,Monday - Friday,North,Hasbrouck Apts.,10:03AM
82,18,Monday - Friday,North,East Hill Plaza,9:50AM
82,18,Monday - Friday,North,East Hill Office Building Loop,9:52AM
82,18,Monday - Friday,North,Vet School,10:00AM
82,18,Monday - Friday,North,Uris Hall Across Street,10:04AM
82,18,Monday - Friday,North,A Lot,10:12AM
82,18,Monday - Friday,North,Hasbrouck Apts.,10:18AM
82,19,Monday - Friday,North,East Hill Plaza,10:00AM
82,19,Monday - Friday,North,East Hill Office Building Loop,10:02AM
82,19,Monday - Friday,North,Vet School,10:10AM
82,19,Monday - Friday,North,Uris Hall Across Street,10:14AM
82,19,Monday - Friday,North,A Lot,10:22AM
82,19,Monday - Friday,North,Hasbrouck Apts.,10:28AM
82,20,Monday - Friday,North,East Hill Plaza,10:10AM
82,20,Monday - Friday,North,East Hill Office Building Loop,10:12AM
82,20,Monday - Friday,North,Vet School,10:20AM
82,20,Monday - Friday,North,Uris Hall Across Street,10:24AM
82,20,Monday - Friday,North,A Lot,10:32AM
82,20,Monday - Friday,North,Hasbrouck Apts.,10:38AM
82,22,Monday - Friday,North,East Hill Plaza,10:20AM
82,22,Monday - Friday,North,East Hill Office Building Loop,10:22AM
82,22,Monday - Friday,North,Vet School,10:30AM
82,22,Monday - Friday,North,Uris Hall Across Street,10:34AM
82,22,Monday - Friday,North,A Lot,10:42AM
82,22,Monday - Friday,North,Hasbrouck Apts.,10:48AM
82,23,Monday - Friday,North,East Hill Plaza,10:30AM
82,23,Monday - Friday,North,East Hill Office Building Loop,10:32AM
82,23,Monday - Friday,North,Vet School,10:40AM
82,23,Monday - Friday,North,Uris Hall Across Street,10:44AM
82,23,Monday - Friday,North,A Lot,10:52AM
82,23,Monday - Friday,North,Hasbrouck Apts.,10:58AM
82,24,Monday - Friday,North,East Hill Plaza,10:40AM
82,24,Monday - Friday,North,East Hill Office Building Loop,10:42AM
82,24,Monday - Friday,North,Vet School,10:50AM
82,24,Monday - Friday,North,Uris Hall Across Street,10:54AM
82,24,Monday - Friday,North,A Lot,11:02AM
82,24,Monday - Friday,North,Hasbrouck Apts.,11:08AM
82,25,Monday - Friday,North,East Hill Plaza,10:50AM
82,25,Monday - Friday,North,East Hill Office Building Loop,10:52AM
82,25,Monday - Friday,North,Vet School,11:00AM
82,25,Monday - Friday,North,Uris Hall Across Street,11:04AM
82,25,Monday - Friday,North,A Lot,11:12AM
82,25,Monday - Friday,North,Hasbrouck Apts.,11:18AM
82,26,Monday - Friday,North,East Hill Plaza,11:00AM
82,26,Monday - Friday,North,East Hill Office Building Loop,11:02AM
82,26,Monday - Friday,North,Vet School,11:10AM
82,26,Monday - Friday,North,Uris Hall Across Street,11:14AM
82,26,Monday - Friday,North,A Lot,11:22AM
82,26,Monday - Friday,North,Hasbrouck Apts.,11:28AM
82,27,Monday - Friday,North,East Hill Plaza,11:10AM
82,27,Monday - Friday,North,East Hill Office Building Loop,11:12AM
82,27,Monday - Friday,North,Vet School,11:20AM
82,27,Monday - Friday,North,Uris Hall Across Street,11:24AM
82,27,Monday - Friday,North,A Lot,11:32AM
82,27,Monday - Friday,North,Hasbrouck Apts.,11:38AM
82,28,Monday - Friday,North,East Hill Plaza,11:20AM
82,28,Monday - Friday,North,East Hill Office Building Loop,11:22AM
82,28,Monday - Friday,North,Vet School,11:30AM
82,28,Monday - Friday,North,Uris Hall Across Street,11:34AM
82,28,Monday - Friday,North,A Lot,11:42AM
82,28,Monday - Friday,North,Hasbrouck Apts.,11:48AM
82,29,Monday - Friday,North,East Hill Plaza,11:30AM
82,29,Monday - Friday,North,East Hill Office Building Loop,11:32AM
82,29,Monday - Friday,North,Vet School,11:40AM
82,29,Monday - Friday,North,Uris Hall Across Street,11:44AM
82,29,Monday - Friday,North,A Lot,11:52AM
82,29,Monday - Friday,North,Hasbrouck Apts.,11:58AM
82,30,Monday - Friday,North,East Hill Plaza,11:40AM
82,30,Monday - Friday,North,East Hill Office Building Loop,11:42AM
82,30,Monday - Friday,North,Vet School,11:50AM
82,30,Monday - Friday,North,Uris Hall Across Street,11:54AM
82,30,Monday - Friday,North,A Lot,12:02PM
82,30,Monday - Friday,North,Hasbrouck Apts.,12:08PM
82,31,Monday - Friday,North,East Hill Plaza,11:50AM
82,31,Monday - Friday,North,East Hill Office Building Loop,11:52AM
82,31,Monday - Friday,North,Vet School,12:00PM
82,31,Monday - Friday,North,Uris Hall Across Street,12:04PM
82,31,Monday - Friday,North,A Lot,12:12PM
82,31,Monday - Friday,North,Hasbrouck Apts.,12:18PM
82,32,Monday - Friday,North,East Hill Plaza,12:00PM
82,32,Monday - Friday,North,East Hill Office Building Loop,12:02PM
82,32,Monday - Friday,North,Vet School,12:10PM
82,32,Monday - Friday,North,Uris Hall Across Street,12:14PM
82,32,Monday - Friday,North,A Lot,12:22PM
82,32,Monday - Friday,North,Hasbrouck Apts.,12:28PM
82,33,Monday - Friday,North,East Hill Plaza,12:10PM
82,33,Monday - Friday,North,East Hill Office Building Loop,12:12PM
82,33,Monday - Friday,North,Vet School,12:20PM
82,33,Monday - Friday,North,Uris Hall Across Street,12:24PM
82,33,Monday - Friday,North,A Lot,12:32PM
82,33,Monday - Friday,North,Hasbrouck Apts.,12:38PM
82,35,Monday - Friday,North,East Hill Plaza,12:20PM
82,35,Monday - Friday,North,East Hill Office Building Loop,12:22PM
82,35,Monday - Friday,North,Vet School,12:30PM
82,35,Monday - Friday,North,Uris Hall Across Street,12:34PM
82,35,Monday - Friday,North,A Lot,12:42PM
82,35,Monday - Friday,North,Hasbrouck Apts.,12:48PM
82,36,Monday - Friday,North,East Hill Plaza,12:30PM
82,36,Monday - Friday,North,East Hill Office Building Loop,12:32PM
82,36,Monday - Friday,North,Vet School,12:40PM
82,36,Monday - Friday,North,Uris Hall Across Street,12:44PM
82,36,Monday - Friday,North,A Lot,12:52PM
82,36,Monday - Friday,North,Hasbrouck Apts.,12:58PM
82,37,Monday - Friday,North,East Hill Plaza,12:40PM
82,37,Monday - Friday,North,East Hill Office Building Loop,12:42PM
82,37,Monday - Friday,North,Vet School,12:50PM
82,37,Monday - Friday,North,Uris Hall Across Street,12:54PM
82,37,Monday - Friday,North,A Lot,1:02PM
82,37,Monday - Friday,North,Hasbrouck Apts.,1:08PM
82,38,Monday - Friday,North,East Hill Plaza,12:50PM
82,38,Monday - Friday,North,East Hill Office Building Loop,12:52PM
82,38,Monday - Friday,North,Vet School,1:00PM
82,38,Monday - Friday,North,Uris Hall Across Street,1:04PM
82,38,Monday - Friday,North,A Lot,1:12PM
82,38,Monday - Friday,North,Hasbrouck Apts.,1:18PM
82,39,Monday - Friday,North,East Hill Plaza,1:00PM
82,39,Monday - Friday,North,East Hill Office Building Loop,1:02PM
82,39,Monday - Friday,North,Vet School,1:10PM
82,39,Monday - Friday,North,Uris Hall Across Street,1:14PM
82,39,Monday - Friday,North,A Lot,1:22PM
82,39,Monday - Friday,North,Hasbrouck Apts.,1:28PM
82,40,Monday - Friday,North,East Hill Plaza,1:10PM
82,40,Monday - Friday,North,East Hill Office Building Loop,1:12PM
82,40,Monday - Friday,North,Vet School,1:20PM
82,40,Monday - Friday,North,Uris Hall Across Street,1:24PM
82,40,Monday - Friday,North,A Lot,1:32PM
82,40,Monday - Friday,North,Hasbrouck Apts.,1:38PM
82,41,Monday - Friday,North,East Hill Plaza,1:20PM
82,41,Monday - Friday,North,East Hill Office Building Loop,1:22PM
82,41,Monday - Friday,North,Vet School,1:30PM
82,41,Monday - Friday,North,Uris Hall Across Street,1:34PM
82,41,Monday - Friday,North,A Lot,1:42PM
82,41,Monday - Friday,North,Hasbrouck Apts.,1:48PM
82,42,Monday - Friday,North,East Hill Plaza,1:30PM
82,42,Monday - Friday,North,East Hill Office Building Loop,1:32PM
82,42,Monday - Friday,North,Vet School,1:40PM
82,42,Monday - Friday,North,Uris Hall Across Street,1:44PM
82,42,Monday - Friday,North,A Lot,1:52PM
82,42,Monday - Friday,North,Hasbrouck Apts.,1:58PM
82,43,Monday - Friday,North,East Hill Plaza,1:40PM
82,43,Monday - Friday,North,East Hill Office Building Loop,1:42PM
82,43,Monday - Friday,North,Vet School,1:50PM
82,43,Monday - Friday,North,Uris Hall Across Street,1:54PM
82,43,Monday - Friday,North,A Lot,2:02PM
82,43,Monday - Friday,North,Hasbrouck Apts.,2:08PM
82,44,Monday - Friday,North,East Hill Plaza,1:50PM
82,44,Monday - Friday,North,East Hill Office Building Loop,1:52PM
82,44,Monday - Friday,North,Vet School,2:00PM
82,44,Monday - Friday,North,Uris Hall Across Street,2:04PM
82,44,Monday - Friday,North,A Lot,2:12PM
82,44,Monday - Friday,North,Hasbrouck Apts.,2:18PM
82,45,Monday - Friday,North,East Hill Plaza,2:00PM
82,45,Monday - Friday,North,East Hill Office Building Loop,2:02PM
82,45,Monday - Friday,North,Vet School,2:10PM
82,45,Monday - Friday,North,Uris Hall Across Street,2:14PM
82,45,Monday - Friday,North,A Lot,2:22PM
82,45,Monday - Friday,North,Hasbrouck Apts.,2:28PM
82,46,Monday - Friday,North,East Hill Plaza,2:10PM
82,46,Monday - Friday,North,East Hill Office Building Loop,2:12PM
82,46,Monday - Friday,North,Vet School,2:20PM
82,46,Monday - Friday,North,Uris Hall Across Street,2:24PM
82,46,Monday - Friday,North,A Lot,2:32PM
82,46,Monday - Friday,North,Hasbrouck Apts.,2:38PM
82,47,Monday - Friday,North,East Hill Plaza,2:20PM
82,47,Monday - Friday,North,East Hill Office Building Loop,2:22PM
82,47,Monday - Friday,North,Vet School,2:30PM
82,47,Monday - Friday,North,Uris Hall Across Street,2:34PM
82,47,Monday - Friday,North,A Lot,2:42PM
82,47,Monday - Friday,North,Hasbrouck Apts.,2:48PM
82,48,Monday - Friday,North,East Hill Plaza,2:30PM
82,48,Monday - Friday,North,East Hill Office Building Loop,2:32PM
82,48,Monday - Friday,North,Vet School,2:40PM
82,48,Monday - Friday,North,Uris Hall Across Street,2:44PM
82,48,Monday - Friday,North,A Lot,2:52PM
82,48,Monday - Friday,North,Hasbrouck Apts.,2:58PM
82,49,Monday - Friday,North,East Hill Plaza,2:40PM
82,49,Monday - Friday,North,East Hill Office Building Loop,2:42PM
82,49,Monday - Friday,North,Vet School,2:50PM
82,49,Monday - Friday,North,Uris Hall Across Street,2:54PM
82,49,Monday - Friday,North,A Lot,3:02PM
82,49,Monday - Friday,North,Hasbrouck Apts.,3:08PM
82,50,Monday - Friday,North,East Hill Plaza,2:50PM
82,50,Monday - Friday,North,East Hill Office Building Loop,2:52PM
82,50,Monday - Friday,North,Vet School,3:00PM
82,50,Monday - Friday,North,Uris Hall Across Street,3:04PM
82,50,Monday - Friday,North,A Lot,3:12PM
82,50,Monday - Friday,North,Hasbrouck Apts.,3:18PM
82,51,Monday - Friday,North,East Hill Plaza,3:00PM
82,51,Monday - Friday,North,East Hill Office Building Loop,3:02PM
82,51,Monday - Friday,North,Vet School,3:10PM
82,51,Monday - Friday,North,Uris Hall Across Street,3:14PM
82,51,Monday - Friday,North,A Lot,3:22PM
82,51,Monday - Friday,North,Hasbrouck Apts.,3:28PM
82,52,Monday - Friday,North,East Hill Plaza,3:10PM
82,52,Monday - Friday,North,East Hill Office Building Loop,3:12PM
82,52,Monday - Friday,North,Vet School,3:20PM
82,52,Monday - Friday,North,Uris Hall Across Street,3:24PM
82,52,Monday - Friday,North,A Lot,3:32PM
82,52,Monday - Friday,North,Hasbrouck Apts.,3:38PM
82,53,Monday - Friday,North,East Hill Plaza,3:20PM
82,53,Monday - Friday,North,East Hill Office Building Loop,3:22PM
82,53,Monday - Friday,North,Vet School,3:30PM
82,53,Monday - Friday,North,Uris Hall Across Street,3:34PM
82,53,Monday - Friday,North,A Lot,3:42PM
82,53,Monday - Friday,North,Hasbrouck Apts.,3:48PM
82,54,Monday - Friday,North,East Hill Plaza,3:30PM
82,54,Monday - Friday,North,East Hill Office Building Loop,3:32PM
82,54,Monday - Friday,North,Vet School,3:40PM
82,54,Monday - Friday,North,Uris Hall Across Street,3:44PM
82,54,Monday - Friday,North,A Lot,3:52PM
82,54,Monday - Friday,North,Hasbrouck Apts.,3:58PM
82,55,Monday - Friday,North,East Hill Plaza,3:40PM
82,55,Monday - Friday,North,East Hill Office Building Loop,3:42PM
82,55,Monday - Friday,North,Vet School,3:50PM
82,55,Monday - Friday,North,Uris Hall Across Street,3:54PM
82,55,Monday - Friday,North,A Lot,4:02PM
82,55,Monday - Friday,North,Hasbrouck Apts.,4:08PM
82,56,Monday - Friday,North,East Hill Plaza,3:50PM
82,56,Monday - Friday,North,East Hill Office Building Loop,3:52PM
82,56,Monday - Friday,North,Vet School,4:00PM
82,56,Monday - Friday,North,Uris Hall Across Street,4:04PM
82,56,Monday - Friday,North,A Lot,4:12PM
82,56,Monday - Friday,North,Hasbrouck Apts.,4:18PM
82,57,Monday - Friday,North,East Hill Plaza,4:00PM
82,57,Monday - Friday,North,East Hill Office Building Loop,4:02PM
82,57,Monday - Friday,North,Vet School,4:10PM
82,57,Monday - Friday,North,Uris Hall Across Street,4:14PM
82,57,Monday - Friday,North,A Lot,4:22PM
82,57,Monday - Friday,North,Hasbrouck Apts.,4:28PM
82,58,Monday - Friday,North,East Hill Plaza,4:10PM
82,58,Monday - Friday,North,East Hill Office Building Loop,4:12PM
82,58,Monday - Friday,North,Vet School,4:20PM
82,58,Monday - Friday,North,Uris Hall Across Street,4:24PM
82,58,Monday - Friday,North,A Lot,4:32PM
82,58,Monday - Friday,North,Hasbrouck Apts.,4:38PM
82,59,Monday - Friday,North,East Hill Plaza,4:20PM
82,59,Monday - Friday,North,East Hill Office Building Loop,4:22PM
82,59,Monday - Friday,North,Vet School,4:30PM
82,59,Monday - Friday,North,Uris Hall Across Street,4:34PM
82,59,Monday - Friday,North,A Lot,4:42PM
82,59,Monday - Friday,North,Hasbrouck Apts.,4:48PM
82,60,Monday - Friday,North,East Hill Plaza,4:30PM
82,60,Monday - Friday,North,East Hill Office Building Loop,4:32PM
82,60,Monday - Friday,North,Vet School,4:40PM
82,60,Monday - Friday,North,Uris Hall Across Street,4:44PM
82,60,Monday - Friday,North,A Lot,4:52PM
82,60,Monday - Friday,North,Hasbrouck Apts.,4:58PM
82,61,Monday - Friday,North,East Hill Plaza,4:40PM
82,61,Monday - Friday,North,East Hill Office Building Loop,4:42PM
82,61,Monday - Friday,North,Vet School,4:50PM
82,61,Monday - Friday,North,Uris Hall Across Street,4:54PM
82,61,Monday - Friday,North,A Lot,5:02PM
82,61,Monday - Friday,North,Hasbrouck Apts.,5:08PM
82,62,Monday - Friday,North,East Hill Plaza,4:50PM
82,62,Monday - Friday,North,East Hill Office Building Loop,4:52PM
82,62,Monday - Friday,North,Vet School,5:00PM
82,62,Monday - Friday,North,Uris Hall Across Street,5:04PM
82,62,Monday - Friday,North,A Lot,5:12PM
82,62,Monday - Friday,North,Hasbrouck Apts.,5:18PM
82,63,Monday - Friday,North,East Hill Plaza,5:00PM
82,63,Monday - Friday,North,East Hill Office Building Loop,5:02PM
